seed,checkpoint,action,repeat,checkpoint_nfe,start_iteration,end_iteration,start_nfe,end_nfe,before_cost,after_cost,before_cv,after_cv,feasible_after,cost_reward,gap_reward
310026,80pct,A4,3,240600,400,420,240600,252600,42380.75049501406,42374.51846462099,0.0,0.0,True,6.232030393068271,0.00014713209564948433
310026,90pct,A1,1,270600,450,470,270600,282600,42374.94840232068,42373.22699572414,0.0,0.0,True,1.721406596545421,4.064071322506461e-05
310026,90pct,A1,2,270600,450,470,270600,282600,42374.94840232068,42373.22699572414,0.0,0.0,True,1.721406596545421,4.064071322506461e-05
310026,90pct,A1,3,270600,450,470,270600,282600,42374.94840232068,42373.22699572414,0.0,0.0,True,1.721406596545421,4.064071322506461e-05
310026,90pct,A2,1,270600,450,470,270600,282600,42374.94840232068,42372.73247648911,0.0,0.0,True,2.2159258315732586,5.231582499434518e-05
310026,90pct,A2,2,270600,450,470,270600,282600,42374.94840232068,42372.873209978156,0.0,0.0,True,2.0751923425268615,4.8993246016795365e-05
310026,90pct,A2,3,270600,450,470,270600,282600,42374.94840232068,42373.866681853004,0.0,0.0,True,1.0817204676786787,2.553835416039201e-05
310026,90pct,A3,1,270600,450,470,270600,282600,42374.94840232068,42373.274946056845,0.0,0.0,True,1.6734562638375792,3.9508653126923586e-05
310026,90pct,A3,2,270600,450,470,270600,282600,42374.94840232068,42374.526425797754,0.0,0.0,True,0.421976522928162,9.962449830533632e-06
310026,90pct,A3,3,270600,450,470,270600,282600,42374.94840232068,42373.97446396308,0.0,0.0,True,0.9739383576015825,2.299372476532275e-05
310026,90pct,A4,1,270600,450,470,270600,282600,42374.94840232068,42372.93891244457,0.0,0.0,True,2.0094898761090008,4.744207553724315e-05
310026,90pct,A4,2,270600,450,470,270600,282600,42374.94840232068,42372.89192499701,0.0,0.0,True,2.0564773236692417,4.855140286601358e-05
310026,90pct,A4,3,270600,450,470,270600,282600,42374.94840232068,42371.76334357068,0.0,0.0,True,3.1850587500011898,7.519609807674256e-05
310008,20pct,A1,1,60600,100,120,60600,72600,43507.60384244645,43412.93100232932,0.0,0.0,True,94.67284011712763,0.0022351324510571854
310008,20pct,A1,2,60600,100,120,60600,72600,43507.60384244645,43412.93100232932,0.0,0.0,True,94.67284011712763,0.0022351324510571854
310008,20pct,A1,3,60600,100,120,60600,72600,43507.60384244645,43412.93100232932,0.0,0.0,True,94.67284011712763,0.0022351324510571854
310008,20pct,A2,1,60600,100,120,60600,72600,43507.60384244645,43423.41438181779,0.0,0.0,True,84.18946062865871,0.001987630193150538
310008,20pct,A2,2,60600,100,120,60600,72600,43507.60384244645,43359.07581302084,0.0,0.0,True,148.5280294256081,0.003506600394052123
310008,20pct,A2,3,60600,100,120,60600,72600,43507.60384244645,43370.63001051158,0.0,0.0,True,136.97383193486894,0.00323381717844853
310008,20pct,A3,1,60600,100,120,60600,72600,43507.60384244645,43494.6175555047,0.0,0.0,True,12.986286941748403,0.0003065934361568892
310008,20pct,A3,2,60600,100,120,60600,72600,43507.60384244645,43505.78411501917,0.0,0.0,True,1.819727427282487,4.2961971139409555e-05
310008,20pct,A3,3,60600,100,120,60600,72600,43507.60384244645,43504.851086614886,0.0,0.0,True,2.752755831563263,6.498985222532644e-05
310008,20pct,A4,1,60600,100,120,60600,72600,43507.60384244645,43443.8252685201,0.0,0.0,True,63.778573926349054,0.001505749273905458
310008,20pct,A4,2,60600,100,120,60600,72600,43507.60384244645,43404.79575134453,0.0,0.0,True,102.80809110192058,0.0024271977091724975
