ess_capacity_mwh,ess_power_max_mw,g2_max_mw,g2_ramp_mw_per_h,g1_fault_max_mw,strategy,seed,normal_cost,normal_cv_base,normal_cv_res,reserve_energy_max_mwh,reserve_power_max_mw,fault_pre_soc,fault_end_soc,fault_ess_output_mwh,fault_g2_max_mw,shed_energy_mwh,load_retention
10.0,3.0,20.0,3.0,2.0,dynamic_reserve,20260826,44821.769430423505,0.0,0.0,2.24695060303868,2.134603072886746,0.6329692863391705,0.2000000000000064,4.113208220222058,13.621624563192865,0.0,1.0
10.0,3.0,20.0,3.0,2.0,no_reserve,20260826,44813.21279296562,0.0,0.0,2.289241090559388,2.1747790360314188,0.5953815401228901,0.19999999999999923,3.756124631167477,13.770351092163045,0.0,1.0
10.0,3.0,20.0,3.0,0.0,dynamic_reserve,20260827,45371.620706558526,0.0,0.0,3.2576241411817293,2.982593988562904,0.7539049898241881,0.2000000000000015,5.262097403329771,15.242943749481915,0.0,1.0
10.0,3.0,20.0,3.0,0.0,no_reserve,20260826,44813.21279296562,0.0,0.0,6.269286644546223,4.174779036031419,0.5953815401228901,0.2000000000000021,3.756124631167436,15.44777554488153,2.1996976811518354,0.8226050257135616
12.0,3.0,15.0,3.0,6.0,dynamic_reserve,20260826,44731.19690045164,0.0,0.0,0.0,0.0,0.5655937931052438,0.20000000000000026,4.1677692413997764,9.929167343463691,1.6420473777562276e-15,0.9999999999999999
12.0,3.0,15.0,3.0,6.0,no_reserve,20260826,44730.72712701974,0.0,0.0,0.0,0.0,0.5702641297906836,0.19999999999994267,4.221011079614447,9.92540527990271,1.4531265123942779e-15,0.9999999999999999
12.0,3.0,15.0,3.0,2.0,dynamic_reserve,20260826,44738.47797579145,0.0,0.0,2.2653868774582078,2.1521175335852973,0.6023549044030165,0.1999999999999932,4.586845910194466,13.487420286122878,1.987456503186088e-13,0.999999999999984
12.0,3.0,15.0,3.0,2.0,no_reserve,20260826,44730.72712701974,0.0,0.0,2.3788120717133094,2.254552113167426,0.5702641297906836,0.19999999999999987,4.2210110796137945,13.65389141690843,0.0,1.0
12.0,3.0,15.0,3.0,0.0,dynamic_reserve,20260826,45246.29819381779,0.0,0.0,5.263950455057962,2.997916162273592,0.7207855849699477,0.1999999999999995,5.936955668657408,14.999999999999856,6.296766804033712e-13,0.9999999999999493
12.0,3.0,15.0,3.0,0.0,no_reserve,20260826,44730.72712701974,0.0,0.0,6.589338387502783,4.254552113167426,0.5702641297906836,0.20000000000000048,4.2210110796137865,14.999999999999993,2.4836237101526066,0.7997077653102737
12.0,3.0,16.0,3.0,6.0,dynamic_reserve,20260826,44731.19690045164,0.0,0.0,0.0,0.0,0.5655937931052438,0.20000000000000026,4.1677692413997764,9.929167343463691,1.6420473777562276e-15,0.9999999999999999
12.0,3.0,16.0,3.0,6.0,no_reserve,20260826,44730.72712701974,0.0,0.0,0.0,0.0,0.5702641297906836,0.19999999999994267,4.221011079614447,9.92540527990271,1.4531265123942779e-15,0.9999999999999999
12.0,3.0,16.0,3.0,2.0,dynamic_reserve,20260826,44739.30922883854,0.0,0.0,2.3176659108819133,2.2017826153378177,0.5980032071614717,0.2000000000000001,4.537236561640775,13.482550764621,2.384690888293837e-13,0.9999999999999808
12.0,3.0,16.0,3.0,2.0,no_reserve,20260826,44730.72712701974,0.0,0.0,2.373212750702554,2.254552113167426,0.5702641297906836,0.19999999999999307,4.221011079613873,13.653892292191323,0.0,1.0
12.0,3.0,16.0,3.0,0.0,dynamic_reserve,20260826,45313.789864145874,0.0,0.0,3.8245335645483016,2.8648884023798082,0.7735870076058631,0.2000000000000531,6.538891886706233,14.809468477952716,5.423491769363679e-13,0.9999999999999563
12.0,3.0,16.0,3.0,0.0,no_reserve,20260826,44730.72712701974,0.0,0.0,6.4721209637368,4.254552113167426,0.5702641297906836,0.1999999999999987,4.2210110796138585,15.444763321638835,1.9275038359361192,0.8445561422632162
12.0,3.0,17.0,3.0,6.0,dynamic_reserve,20260826,44731.19690045164,0.0,0.0,0.0,0.0,0.5655937931052438,0.20000000000000026,4.1677692413997764,9.929167343463691,1.6420473777562276e-15,0.9999999999999999
12.0,3.0,17.0,3.0,6.0,no_reserve,20260826,44730.72712701974,0.0,0.0,0.0,0.0,0.5702641297906836,0.19999999999994267,4.221011079614447,9.92540527990271,1.4531265123942779e-15,0.9999999999999999
12.0,3.0,17.0,3.0,2.0,dynamic_reserve,20260826,44739.30922883854,0.0,0.0,2.3176659108819133,2.2017826153378177,0.5980032071614717,0.2000000000000001,4.537236561640775,13.482550764621,2.384690888293837e-13,0.9999999999999808
12.0,3.0,17.0,3.0,2.0,no_reserve,20260826,44730.72712701974,0.0,0.0,2.373212750702554,2.254552113167426,0.5702641297906836,0.19999999999999307,4.221011079613873,13.653892292191323,0.0,1.0
12.0,3.0,17.0,3.0,0.0,dynamic_reserve,20260826,45243.13815980311,0.0,0.0,3.9413495072619775,2.933551313185502,0.716590128120688,0.2000000000000001,5.889127460575843,15.103712291548684,2.832577729110249e-13,0.9999999999999771
12.0,3.0,17.0,3.0,0.0,no_reserve,20260826,44730.72712701974,0.0,0.0,6.4721209637368,4.254552113167426,0.5702641297906836,0.20000000000000284,4.221011079613764,15.444763321638664,1.9275038359363026,0.8445561422632014
